,featureID,State,ID,RiverName,RunName,Put In,Take Out,Class,nameNWM,distance
164,23017962.0,NC,1120,Rocky Broad ,"1. Upper, Bridge at Flat Creek Rd to Bridge at U.S. Route 64","['35.4943', '-82.2735']","['35.4542', '-82.2901']",IV-V,Hangman Creek,0.0020017980190725803
165,23017922.0,NC,1119,Rocky Broad ,"2. Lower, Along Route 64/74 to Lake Lure at Chimney Rock ","['35.45000076294', '-82.283401489258']","['35.437301635742', '-82.241096496582']",IV-V,Hangman Creek,0.0029058189895533925
166,19486312.0,NC,11216,Rocky Fork ,State Park Run,"['36.050463', '-82.565444']","['36.039437', '-82.549662']",IV(V),Rocky Fork,0.003712808236367668
167,19720991.0,NC,3383,Santeetlah ,1. FR 81c Bridge to Forest Service Gate,"['35.3314', '-84.0124']","['35.3451', '-83.99']",V,Little Santeetlah Creek,0.060584316452353966
168,19720991.0,NC,3382,Santeetlah ,2. Gate to FS Rd 81 Bridge ,"['35.3456', '-83.991']","['35.3412', '-83.9092']",III+,Little Santeetlah Creek,0.03532652544476565
169,19721013.0,NC,1121,Santeetlah ,3. Forest Service road 81 to Santeetlah Lake,"['35.3413', '-83.9096']","['35.368', '-83.9121']",II-IV,Little Santeetlah Creek,0.02816573272612953
170,19729878.0,NC,4420,Scotts Creek ,Willets-Ochre Hill to Addie,"['35.40060043335', '-83.139297485352']","['35.406898498535', '-83.157096862793']",III-IV(V),Scott Creek,0.005014985899761364
171,19720947.0,NC,1122,Slickrock Creek ,Big Fat Gap to Calderwood Lake,"['35.3958', '-83.9834']","['35.4633', '-83.9611']",III-V,Slickrock Creek,0.00966607469450885
172,8678737.0,NC,1123,Snow Creek ,Route 1674 Bridge to Route 1695 Bridge,"['36.4427', '-80.1413']","['36.4017', '-80.1382']",I-II,Snow Creek,0.005251867858203521
173,19722331.0,NC,3894,Snowbird Creek ,Hooper Bald to Junction,"['35.284931182861', '-84.013687133789']","['35.26448059082', '-83.938194274902']",III-IV+,Snowbird Creek,0.002127709180967489
174,19721199.0,NC,1124,Snowbird Creek ,Junction to First Bridge Downstream,"['35.26448059082', '-83.938194274902']","['35.296901702881', '-83.885498046875']",III-IV,Snowbird Creek,0.0057461255190175385
175,19729642.0,NC,1125,Soco Creek ,US 19/Soco Creek Road to US Route 441 Bridge,"['35.4651', '-83.2355']","['35.4622', '-83.3192']",II-IV,Soco Creek,0.0021889760163119735
176,22163896.0,NC,10702,South Fork Mills River ,Pink Beds to Turkey Creek.,"['35.367298126221', '-82.740600585938']","['35.343101501465', '-82.663803100586']",II-III(IV),South Fork Mills River,0.00303632947833142
177,9235589.0,NC,1126,South Yadkin ,Route 1143 to US Route 6O1,"['35.838401794434', '-80.627098083496']","['35.777698516846', '-80.50659942627']",I-II,South Yadkin River,0.012985992212210782
178,9237307.0,NC,1127,South Yadkin ,Route 1461 to Route 1456,"['35.9418', '-81.0715']","['35.8961', '-81.0548']",I-II,South Yadkin River,0.0007984084167894628
179,22160104.0,NC,1128,Spring Creek ,Route 1171 to NC Route 209 in Hot Springs,"['35.835098266602', '-82.859901428223']","['35.87979888916', '-82.836097717285']",III-IV(V),Spring Creek,0.002204566597414821
180,9751850.0,NC,2217,Steels Creek ,Confluence with Buck Creek to Confluence with Upper Creek,"['35.914', '-81.842']","['35.8635', '-81.7878']",II-III+(IV),Steels Creek,0.002427102181612612
181,8790667.0,NC,4259,Stone's Creek ,Small Dam to Pleasant Green Dam on Eno River,"['36.048801422119', '-79.013198852539']","['36.048698425293', '-79.012100219727']",IV+,Stone Creek,0.8615569941627466
182,9250902.0,NC,1129,Stony Fork ,Route 1155 to Route 1137,"['36.1489', '-81.4577']","['36.1108', '-81.3096']",I-II,Stony Fork,0.007682789141974533
183,12153200.0,NC,3352,Straight Fork ,Round Bottom to Raven Fork,"['35.621799468994', '-83.211402893066']","['35.565498352051', '-83.245498657227']",III-IV,Straight Fork,1.320962908233749
184,22161112.0,NC,1130,Swannanoa ,Main Bridge In Swannanoa to US Route 70 in Azalea,"['35.600700378418', '-82.408599853516']","['35.583599090576', '-82.46549987793']",I-II,Swannanoa River,0.004216484481481036
185,19729196.0,NC,4242,Tanasee Creek ,in Pisgah,"['35.257', '-82.9414']","['35.2178', '-82.9718']",III-IV(V+),Tanasee Creek,0.011068536488627871
186,10312686.0,NC,1132,Tar ,Downtown Rocky Mount,"['35.964401245117', '-77.769096374512']","['35.957099914551', '-77.808601379395']",I(IV),Castleton River,0.008308966843105661
187,8759133.0,NC,1131,Tar ,NC Route 96 to Route 1203,"['36.194000244141', '-78.583000183105']","['36.173999786377', '-78.496002197266']",I-III,Tar River,0.004343149939966759
188,22163892.0,NC,1133,Thompson ,N.C. Route 281 to Lake Jocassee,"['35.077598571777', '-82.999198913574']","['35.021198272705', '-82.980903625488']",V+,Thompson Creek,0.3906320323490432
189,9750252.0,NC,4283,Thunderhole Creek ,Globe Road to Upton,"['36.106201171875', '-81.694900512695']","['36.068199157715', '-81.694801330566']",III+,Thunderhole Creek,0.0024662925567170988
190,23894038.0,NC,10914,"Toe River, South ",Upper,"['35.731', '-82.238']","['35.752', '-82.22']",III-IV,Cavitt Creek,0.0030365654940949765
191,6933996.0,NC,1135,"Toe, North ",Route 1123 to Stroup Road to Route 1321,"['36.0241', '-82.0107']","['36.0392', '-82.3112']",I-II,Toney Fork,1.73859100414215
192,6933996.0,NC,1134,"Toe, North ",Route 1164 Bridge to Dam at Plumtree,"['36.0989', '-81.987']","['36.0273', '-82.0086']",II-III,Toney Fork,1.6609350489660923
193,19440429.0,NC,1136,"Toe, South ",Carolina Hemlocks Camp to Route 1152 to NC 80 to Route 1131,"['35.803298950195', '-82.20580291748']","['35.908699035645', '-82.191596984863']",I-II,The Slough,3.3412483969922024
194,6933996.0,NC,10633,Toe ,Toecane to RedHill,"['36.0043', '-82.1927']","['36.0129', '-82.2304']",II(III),Toney Fork,1.796922215479568
195,11747847.0,NC,1137,Toxaway Creek ,Frozen Creek Road Bridge to Lake Jocassee,"['35.098999023438', '-82.861503601074']","['35.070701599121', '-82.887001037598']",II-V+,Toxaway Creek,0.003085302348701069
196,11747813.0,NC,3844,Toxaway River ,Highway 64 to Augerhole Road,"['35.1234', '-82.931']","['35.0718', '-82.8871']",V+,Toxaway River,0.001015064529970387
197,11747807.0,NC,3833,"Toxaway, Upper ",Above Lake Toxaway,"['35.1575', '-82.983']","['35.1458', '-82.9567']",IV-V+,Toxaway River,0.007927830724740216
198,19730380.0,NC,5047,Trout Creek ,Gorge,"['35.205345153809', '-83.109069824219']","['35.221355438232', '-83.13916015625']",IV-V,Trout Creek,0.002248762660795332
199,19730418.0,NC,2710,"Tuckasegee, East Fork ",1. Greenland/Panthertown confluence to Rock Bridge,"['35.161', '-83.0064']","['35.1999', '-82.9915']",IV-V,Tuckasegee River,0.009131401863896872
200,19730752.0,NC,3809,"Tuckasegee, East Fork ",Bonas Defeat Gorge,"['35.2132', '-83.0022']","['35.2194', '-83.0176']",V+,Tuckasegee River,0.0009392635412822156
201,19730274.0,NC,2290,"Tuckasegee, West Fork ",Thorpe Dam to Thorpe Powerhouse on Tuckasegee Reservoir,"['35.203998565674', '-83.160400390625']","['35.234298706055', '-83.124702453613']",III-IV+,Tuckasegee River,0.07462468361280705
202,19730232.0,NC,3391,Tuckasegee ,Section 1. Cedar Cliff Reservior to Cullowhee,"['35.2684', '-83.1225']","['35.3149', '-83.1757']",I-II(III),Tuckasegee River,0.0031901097159771977
204,19729728.0,NC,1138,Tuckasegee ,Section 5. Whittier to Bryson City,"['35.434501647949', '-83.359596252441']","['35.427700042725', '-83.446601867676']",I-III,Tuckasegee River,0.0004067231237822162
205,19674401.0,NC,1139,Tusquitee Creek ,Route 1330 Bridge to Route 1300 Bridge,"['35.0841', '-83.7275']","['35.0703', '-83.8169']",I-II,Tusquitee Creek,0.00019284449694363935
207,9751594.0,NC,2214,Upper Creek ,Raven Cliff Gorge to FR 982,"['35.9535', '-81.8792']","['35.9195', '-81.7967']",III+(IV),Upper Creek,0.010275079075125265
208,8846731.0,NC,1140,Upper Little ,Route 2016 to NC Route 217 Bridge,"['35.3337', '-78.7468']","['35.3123', '-78.6924']",I-II,Upper Little River,0.003588999303440593
209,9219911.0,NC,1142,Uwharrie ,Route 1143 Bridge to Route 1301 Bridge,"['35.5637550354', '-79.975273132324']","['35.488945007324', '-80.005661010742']",I-II,Uwharrie River,7.820064952076243e-05
210,9224553.0,NC,1141,Uwharrie ,Route 1301 to Morrow Mountain State Park,"['35.488903045654', '-80.005416870117']","['35.40062713623', '-80.032096862793']",I-II,Uwharrie River,0.001027113611618831
211,22160202.0,NC,3931,Walnut Creek ,US 25/70 to Barnard,"['35.813598632812', '-82.688499450684']","['35.812099456787', '-82.734497070312']",III-IV(V),Walnut Creek,0.00990476086833714
212,19743844.0,NC,3885,Watauga ,1. SR 1557 to NC 105 - Red Roof,"['36.1733', '-81.7459']","['36.1943', '-81.7454']",II-IV,Watauga River,0.002675406511163097
213,19743560.0,NC,1145,Watauga ,2/3. NC Route 105 Bridge to US Route 321 Bridge ,"['36.194000244141', '-81.744102478027']","['36.248500823975', '-81.831901550293']",I-II,Watauga River,0.007516542872490563
214,19743826.0,NC,1144,Watauga ,4. US Route 321 Bridge to Guy's Ford,"['36.252', '-81.833']","['36.2679', '-81.885']",II(IV),Watauga River,0.0031812576129651273
215,19743352.0,NC,1143,Watauga ,5. Guys Ford Bridge to AW Sherwood Horine Access,"['36.269401550293', '-81.884201049805']","['36.290699005127', '-81.940200805664']",IV+,Watauga River,0.004454154293052862
216,166912874.0,NC,3393,Whiteoak Creek ,Above the Nantahala Cascades,"['35.228900909424', '-83.632102966309']","['35.250499725342', '-83.640998840332']",IV-V+,Whiteoak Creek,0.00541738138765577
217,11748435.0,NC,3564,Whitewater River ,Hwy 107 to Hwy 281,"['35.0557', '-83.0662']","['35.0375', '-83.0222']",IV-V+,Whitewater River,0.002145600149142068
222,9251262.0,NC,3883,Yadkin ,1. SR 1372 to US 321 ,"['36.0695', '-81.5918']","['36.0254', '-81.5782']",IV+,Yadkin River,0.010925479211453813
223,9251532.0,NC,1150,Yadkin ,2. Route 268 Bridge to Route 1137 ,"['36.0142', '-81.509']","['36.1108', '-81.3096']",I-II,Yadkin River,0.005526766595392156
224,9250980.0,NC,1151,Yadkin ,3. Route 1178 below W. Kerr Scott Dam to Route 2327 ,"['36.135601043701', '-81.218002319336']","['36.215301513672', '-80.936897277832']",I-II,Yadkin River,0.0010406316525994807
225,9249296.0,NC,1152,Yadkin ,4. US Route 21 to NC Route 67 ,"['36.269100189209', '-80.722297668457']","['36.21549987793', '-80.431701660156']",I-II,Yadkin River,0.004303896596064743
226,9249678.0,NC,1153,Yadkin ,5. NC Route 1001 to US Route 64 ,"['36.093013763428', '-80.515838623047']","['35.855800628662', '-80.385902404785']",I-II,Yadkin River,0.006701551898370835
227,19721443.0,NC,3928,Yellow Creek ,SR 1242 to Cheoah/ US 129,"['35.4169', '-83.8735']","['35.4192', '-83.8891']",IV-V,Yellow Creek,0.007055153010387548
1,22160116.0,NH,1156,"Ammonoosuc, (Upper) W. Branch ",West Branch of the Upper,"['44.502399', '-71.369904']","['44.496799', '-71.361099']",IV,Ammons Branch,14.223542734742178
2,4594265.0,NH,4113,Ammonoosuc ,1. Top-of-The,"['44.266137', '-71.417045']","['44.269856', '-71.483468']",V,Ammonoosuc River,0.0046488245826271715
3,4594167.0,NH,4003,Ammonoosuc ,2. Littleton to Lisbon,"['44.307582855225', '-71.783424377441']","['44.23796081543', '-71.880058288574']",I-II,Ammonoosuc River,0.008479284141301516
4,4594283.0,NH,1154,Ammonoosuc ,3. Bretton Woods to Twin Mountain,"['44.254501342773', '-71.437698364258']","['44.270099639893', '-71.540802001953']",II-III,Ammonoosuc River,0.008727787508793175
5,4594241.0,NH,1155,Ammonoosuc ,4. Twin Mountain to Pierce bridge,"['44.273631', '-71.583664']","['44.271198', '-71.631699']",II,Ammonoosuc River,0.006071222693988136
6,4594241.0,NH,3689,Ammonoosuc ,5. Pierce bridge to NH 116,"['44.274349212646', '-71.588218688965']","['44.318099975586', '-71.712593078613']",II-IV,Ammonoosuc River,0.010602383402081528
7,19334535.0,NH,3736,Androscoggin ,1. Errol Rapids,"['44.782872', '-71.129129']","['44.778544', '-71.132011']",II,Androscoggin River,0.0078743869602716
8,19334535.0,NH,758,Androscoggin ,2. Bragg's Bay to Pontook,"['44.778900146484', '-71.135101318359']","['44.633899688721', '-71.249702453613']",I-II,Androscoggin River,0.015028106970628003
9,19334597.0,NH,3686,Androscoggin ,3. Pontook,"['44.632999420166', '-71.249900817871']","['44.612701416016', '-71.21849822998']",II,Androscoggin River,0.002347292535864357
10,435632.0,NH,1161,"Ashuelot, S. Branch ",Troy to Webb,"['42.845611', '-72.190366']","['42.872285', '-72.215255']",III-IV,Ashlog Branch,11.491670473948734
11,23017962.0,NH,1159,Ashuelot ,1. Upper Ash,"['43.078412', '-72.211404']","['43.042979', '-72.28444']",III-IV,Hangman Creek,0.0020017980190725803
12,6776785.0,NH,1160,Ashuelot ,2. Middle Ash,"['43.039011', '-72.270234']","['43.052783', '-72.329483']",II,Ashuelot River,0.0008227326418645045
13,22338491.0,NH,1158,Ashuelot ,3. Lower Ash,"['42.777171', '-72.423339']","['42.785675', '-72.480173']",II-IV,Sand Branch,5.597506501157457
14,9496488.0,NH,4184,Atlantic Ocean ,Jenness Beach,"['42.989624023438', '-70.75895690918']","['42.990440368652', '-70.750602722168']",I(V),Atlantic Ocean,2.3692929559662854
15,8144470.0,NH,2980,"Baker, S. Branch ",Rocky Branch to Rowentown Rd.,"['43.814402', '-71.946111']","['43.823675', '-71.921948']",V,Baker Branch,5.901109123005615
17,8135568.0,NH,3059,Baker ,2. Rte. 118 to Wentworth,"['43.9397', '-71.873281']","['43.868278', '-71.911239']",II-III,Baker Run,6.332993576576638
18,4354064.0,NH,1162,Bearcamp ,Bennett Corner to Whittier,"['43.830163', '-71.328673']","['43.831927', '-71.266656']",II-IV,Bearcamp Run,10.201020463356505
19,6730151.0,NH,3740,Beebe ,Sandwich Notch to Campton Hollow,"['43.842876434326', '-71.534454345703']","['43.81725692749', '-71.599662780762']",II-IV,Beebe River,0.0052805432630614975
20,8149819.0,NH,1163,Blackwater ,Route 127 to Snyder's Mill,"['43.301672', '-71.698378']","['43.287008', '-71.710328']",II-IV,Blackwater Run,5.22037802375153
21,9327198.0,NH,3242,Bloods Brook ,The Ledges,"['43.605404', '-72.314418']","['43.606411', '-72.325246']",V,Bloods Brook,0.00030348805577586513
22,9313317.0,NH,4017,Branch Brook ,Ellsworth to Branch Brook campground,"['43.880178', '-71.734537']","['43.851242', '-71.659362']",II-V,Branch Brook,0.8080744795555601
23,6778349.0,NH,4487,Broad Brook ,Above Powerlines to Lower Ashuelot,"['42.80013', '-72.424573']","['42.787967', '-72.439339']",IV+,Broad Brook,0.014184608031251137
24,6728677.0,NH,2982,Cascade Brook ,Lincoln,"['44.126202', '-71.698601']","['44.120178', '-71.681441']",V,Cascade Brook,0.004547412121195934
25,5845884.0,NH,4604,Cocheco ,Watson Rd to Whittier St,"['43.213798522949', '-70.922698974609']","['43.205200195312', '-70.892997741699']",I-II(IV),Cocheco River,0.003752652130897908
26,9315909.0,NH,3283,Cold Brook ,Rte. 25 to Bearcamp River,"['43.816265', '-71.296851']","['43.826408', '-71.302808']",V,Cold Brook,0.004438508082674713
27,8150785.0,NH,1164,Cold ,1. South Acworth to Vilas Pool,"['43.190703', '-72.285828']","['43.153684', '-72.348224']",II,Cold Run,4.342594298441666
28,8150785.0,NH,1165,Cold ,2. Vilas Pool to Alstead,"['43.153684', '-72.348246']","['43.149674', '-72.361595']",III-IV,Cold Run,4.270547696601104
29,8150785.0,NH,1166,Cold ,3. Alstead to Drewsville,"['43.149541', '-72.361268']","['43.132258', '-72.390179']",II,Cold Run,4.256959605468915
30,4592165.0,NH,10545,Connecticut ,Pittsburg,"['45.048945', '-71.390709']","['45.054415', '-71.406842']",III-IV(V),Connecticut River,0.0055126278670015825
31,9327948.0,NH,3606,Connecticut ,Sumner Falls,"['43.568163', '-72.377961']","['43.540903', '-72.37825']",I-III,Connecticut River,0.0013019439312020953
32,19533488.0,NH,1170,"Contoocook, N. Branch ",Route 9 &amp; 123 to Hillsboro Fire Sta,"['43.048956', '-72.060557']","['43.07533', '-71.980781']",V,Comstock Branch,16.349907809036992
33,166174430.0,NH,1168,Contoocook ,1. Jaffrey to Peterborough,"['42.817002', '-72.008211']","['42.868892', '-71.949894']",II,Contoocook River,0.004397718726806923
34,6761370.0,NH,1167,Contoocook ,2. Hillsborough to Henniker,"['43.144100189209', '-71.87020111084']","['43.167900085449', '-71.841796875']",III-IV,Contoocook River,0.001271654020974111
36,15476043.0,NH,4013,Croyden Brook ,Newport,"['43.432885', '-72.160621']","['43.414864', '-72.186114']",II-III,Boyden Brook,3.06797141084414
37,19334259.0,NH,4067,Diamond River ,Swift Diamond to Wentworth Location,"['44.878231', '-71.112801']","['44.874614', '-71.055288']",III-IV,Dead Diamond River,0.03941995516232999
38,4187633.0,NH,2983,Dry ,Dry River Trail to Dry River Campground,"['44.179298400879', '-71.351501464844']","['44.160400390625', '-71.360496520996']",V,Dry Run,5.390724229900937
39,8526061.0,NH,1171,Ellis ,Route 16 to Jackson Golf Course,"['44.186738', '-71.227261']","['44.110185', '-71.183676']",III-IV,Ellis Run,10.826880967449904
40,6730629.0,NH,2984,Fowler River ,Alexandria,"['43.638744', '-71.856531']","['43.627959', '-71.792859']",V,Fowler River,0.030099525594262763
41,4594557.0,NH,1172,Gale River ,Franconia to Ammonoosuc,"['44.247753', '-71.7852']","['44.255602', '-71.836765']",II-IV,Gale River,0.015071962745439775
43,6730385.0,NH,2960,Halls Brook ,Halls Brook Road to Hwy 25,"['43.766998291016', '-71.851303100586']","['43.794399261475', '-71.839698791504']",V,Halls Brook,0.0006541945478963255
44,5845500.0,NH,10731,Isinglass ,Isinglass Falls ,"['43.245716', '-70.971835']","['43.241199493408', '-70.978797912598']",IV,Isinglass River,0.009100304445466398
45,4594005.0,NH,3721,Israel River ,Riverton to Lancaster,"['44.444789886475', '-71.527809143066']","['44.486938476562', '-71.564147949219']",II,Israel River,0.017761129479037418
46,6760792.0,NH,10509,Kimpton Brook ,Gile State Forest to Patterson Road,"['43.483001708984', '-71.975700378418']","['43.449199676514', '-71.903099060059']",IV(V),Kimpton Brook,0.009331827661720572
47,4153762.0,NH,10746,Lamprey ,Packers Falls ,"['43.104', '-70.9516']","['43.104', '-70.9516']",I-II(III),Laurel Run,4.694731183845999
48,5908529.0,NH,4603,Lamprey ,Upper Lamprey,"['43.150798797607', '-71.23380279541']","['43.108299255371', '-71.241500854492']",IV,Rockfish Run,0.18408752253479413
49,6740386.0,NH,3725,Little Suncook ,Northwood to Gossville,"['43.220100402832', '-71.291297912598']","['43.223999023438', '-71.346099853516']",III+(IV),Little Suncook River,0.005054285588199985
50,9316005.0,NH,3731,Lovell ,Pine Hill Road and Route 25,"['43.770999908447', '-71.252098083496']","['43.777500152588', '-71.165199279785']",IV-V,Lovell River,0.0019350781444495645
52,6730029.0,NH,3668,Mad River ,2. Gorge,"['43.861845', '-71.632026']","['43.850018', '-71.639491']",III,Mad River,0.001902130647461995
53,166443365.0,NH,1174,Mascoma ,"1. Mascoma Lake to Route 4, Lebanon","['43.647999', '-72.1819']","['43.639203', '-72.23376']",II-III(IV),Mascoma River,0.005434398678788647
54,9327158.0,NH,3243,Mascoma ,2. Lebanon,"['43.640099', '-72.2192']","['43.646', '-72.240196']",V,Mascoma River,0.0002710737906906626
57,6778045.0,NH,3837,Minnewawa ,Marlborough recycling center to Otter Brook,"['42.914728', '-72.188772']","['42.914593', '-72.24904']",II-IV,Minnewawa Brook,0.00016299693248924798
58,9052089.0,NH,3915,Mohawk ,Colebrook,"['44.867253', '-71.328157']","['44.895485', '-71.496646']",II-III,Mohawk Run,9.205343326597774
59,6076135.0,NH,6812,Nashua ,C-Hole Park &amp; Play,"['42.712619', '-71.549542']","['42.712627410889', '-71.549011230469']",II-III,Nashua River,0.007279219738406917
60,6730709.0,NH,3835,Newfound River ,Newfound lake to Bristol,"['43.617298126221', '-71.740699768066']","['43.596298217773', '-71.748596191406']",II-III+,Newfound River,0.0038609138224975884
61,22296044.0,NH,4445,North ,Nottingham to South Lee,"['43.11865234375', '-71.102828979492']","['43.09797668457', '-71.059143066406']",II,North Vly,3.4385230425045537
62,9315959.0,NH,3836,Ossipee ,"Lake Ossipee to Kezar Falls, Maine","['43.796202', '-71.056246']","['43.806914', '-70.888371']",I-II,Ossipee River,0.0014960347589484866
63,6777947.0,NH,1176,Otter Brook ,East Sullivan to Otterbrook Park,"['42.993599', '-72.194663']","['42.965526', '-72.233814']",III-IV,Otter Brook,0.0036416431730721907
64,6778007.0,NH,3644,Otter Brook ,Roxbury to Keene,"['42.943866', '-72.238535']","['42.914551', '-72.249257']",II,Otter Brook,0.005721826718807539
66,19335109.0,NH,1177,Peabody ,Route 16 to Gorham,"['44.336172', '-71.212254']","['44.386393', '-71.166016']",IV,Peabody River,0.003211471936664292
67,8672283.0,NH,1179,"Pemigewasset, East Branch ",Franconia Falls to Woodstock.,"['44.1012', '-71.5725']","['44.0261', '-71.6837']",III+,Bassett Branch,11.207001486683435
68,6728803.0,NH,2986,"Pemigewasset, Hancock Branch ",Cheney Trail–East Branch Confluence,"['44.03567', '-71.529728']","['44.063875', '-71.590026']",V,Hancock Branch,0.0060788098341731
69,6728963.0,NH,2988,"Pemigewasset, North Fork. ",Ethan Pond–Franconia Falls,"['44.176102', '-71.429703']","['44.063967', '-71.590127']",IV-V,Pemigewasset River,0.2488057267588465
70,23017962.0,NH,2989,Pemigewasset ,1) Upper Pemi,"['44.123578', '-71.682719']","['44.073469', '-71.684239']",V,Hangman Creek,0.0020017980190725803
75,4593253.0,NH,3739,Phillips Brook ,Milan,"['44.702475', '-71.313807']","['44.611007', '-71.338234']",III,Phillips Brook,0.0108576709288862
76,8718409.0,NH,4476,"Piscataquog, North Branch ",Lake Horace to Everett Reservoir,"['43.1078', '-71.771004']","['43.107601', '-71.670998']",II-III+(IV),Picture Branch,8.265980839492428
77,23017962.0,NH,11094,"Piscataquog, South Branch ",1) Upper—Francestown to New Boston,"['42.997636', '-71.809714']","['42.942256', '-71.728618']",II-III(IV),Hangman Creek,0.0020017980190725803
78,10231869.0,NH,1181,"Piscataquog, South Branch ",2) New Boston to Goffstown,"['42.969662', '-71.697596']","['43.015051', '-71.641314']",I-II,Warrington Branch,5.1841602391867685
79,6741068.0,NH,4787,Piscataquog ,Dave's Wave,"['43.018299102783', '-71.595901489258']","['43.018299102783', '-71.595901489258']",III,Piscataquog River,0.0016689410700211295
80,6742240.0,NH,3600,Piscataquog ,Goffstown,"['43.015755', '-71.567736']","['43.011438', '-71.518847']",II,Piscataquog River,0.0034417698935298962
81,6731377.0,NH,3609,Pond Brook ,Baker Pond to Wentworth,"['43.886390686035', '-71.957382202148']","['43.868335723877', '-71.912590026855']",IV-V,Pond Brook,0.012659477659836398
82,4577830.0,NH,3722,Rocky Branch ,Jericho Road and Rt. 302,"['44.131671905518', '-71.259780883789']","['44.103088378906', '-71.199653625488']",IV-V,Mill Brook,0.0006992774842751754
83,8969062.0,NH,3724,Saco - East Branch ,Route 302 at Lower Bartlett,"['44.1217', '-71.130203']","['44.100601', '-71.1493']",IV-V,Scott Branch,7.503258553894111
86,9311769.0,NH,2990,Sawyer River ,Livermore,"['44.0611', '-71.396896']","['44.085014', '-71.349655']",V,Sawyer River,0.00494805335461486
87,6729929.0,NH,3892,Smarts Brook ,Thornton,"['43.888172', '-71.554716']","['43.891162', '-71.574702']",V,Smarts Brook,0.012729165408627034
89,6740290.0,NH,1180,Soucook River ,"Near Concord, NH","['43.237999', '-71.462502']","['43.162222', '-71.492487']",I-II,Soucook River,0.002621286897685353
93,23017962.0,NH,10718,Stony Brook ,1) Upper—Old Temple Road to Forest Road,"['42.89', '-71.8122']","['42.8537', '-71.7632']",IV-V,Hangman Creek,0.0020017980190725803
95,4200240.0,NH,1187,Sugar ,North Newport to Rt 103,"['43.391058', '-72.195332']","['43.362591', '-72.225225']",II(III),Sugar Run,4.259852424297475
96,6740014.0,NH,3996,Suncook ,1. Suncook dam to Center Barnstead,"['43.359683', '-71.26591']","['43.341949', '-71.262217']",I-II,Suncook River,0.007787316675207342
97,6740164.0,NH,1188,Suncook ,2. Pittsfield to North Chichester,"['43.304165', '-71.320274']","['43.278659', '-71.345793']",I-II+(III),Suncook River,0.003460541142661109
98,9316629.0,NH,1189,Swift ,1. Bear Notch Road to Rocky Gorge,"['43.996812', '-71.326142']","['44.001986', '-71.277774']",I-III,Swift River,0.003807017205105939
99,9311849.0,NH,1191,Swift ,2. Rocky Gorge to Lower Falls,"['44.0167', '-71.4178']","['44.0106', '-71.2439']",II-III(IV),Swift River,0.002829363886105832
100,22338491.0,NH,1192,Swift ,3. Lower Falls to Darby Field sign,"['44.014116', '-71.245044']","['43.989331', '-71.162719']",IV(V),Sand Branch,5.597506501157457
101,166174433.0,NH,5623,Walker Brook ,Danbury,"['43.503101348877', '-71.907997131348']","['43.484199523926', '-71.895500183105']",IV,Walker Brook,0.0032458806551710732
102,6873749.0,NH,3603,Warner ,Melvin Mills to Warner,"['43.2672', '-71.918602']","['43.297699', '-71.8564']",IV,Warner Run,7.250317835173012
103,4594473.0,NH,3737,Wild Ammonoosuc ,1. Picnic Area to Wildwood to Water Supply Dam,"['44.075298', '-71.795601']","['44.105522', '-71.867882']",II,Wild Ammonoosuc River,0.01032854321770765
104,4594443.0,NH,1193,Wild Ammonoosuc ,2. Wildwood Water Supply Dam to Route 302,"['44.105499', '-71.867897']","['44.1525', '-71.975197']",III,Wild Ammonoosuc River,0.0010033194904969132
105,6712269.0,NH,924,Wild ,Hastings to Gilead,"['44.307', '-71.0647']","['44.3909', '-70.9796']",III-IV,Wild Brook,0.31573495278318364
106,6741692.0,NH,3570,Winnipesaukee ,1. Tilton Road to Riverfront Park,"['43.450053', '-71.561106']","['43.443044', '-71.594095']",I-II,Winnipesaukee River,0.0034196615329628237
109,9315569.0,NH,1194,Wonalancet ,Route 113A to Tamworth,"['43.8919', '-71.2978']","['43.8582', '-71.2678']",III,Wonalancet River,0.020264077205737138
0,6202820.0,NJ,3718,Clove Brook ,Colesville to Rte. 651,"['41.275100708008', '-74.649696350098']","['41.261699676514', '-74.630096435547']",IV-V,Clove Brook,0.001346372162435806
1,8151771.0,NJ,11107,Delaware ,Delaware Water Gap - Smithfield Beach to Kittatinny Point Vi...,"['41.02689', '-75.05477']","['40.969372', '-75.129589']",I-II,Delaware Run,1.7579860735841937
2,11687562.0,NJ,2919,Delaware ,Lambertville Wing Dam,"['40.355', '-74.946098']","['40.355099', '-74.946198']",II+,Delaware Run,2.009667084481646
3,11687562.0,NJ,2920,Delaware ,Scudders Falls Recreation Area,"['40.268002', '-74.855598']","['40.260101', '-74.8517']",II+,Delaware Run,2.05796295770672
4,19487356.0,NJ,5182,Devil's Tea Table ,Devil's Tea Table,"['40.460899353027', '-75.057502746582']","['40.457500457764', '-75.068199157715']",V,Devils Creek,8.568202935710072
6,4147408.0,NJ,11170,Hollow Brook ,Teetertown Ravine,"['40.75594', '-74.844717']","['40.74828', '-74.84764']",V,Hollow Brook,1.1116372803612673
7,9512720.0,NJ,3730,India Brook ,Upstream to Mountainside Rd.,"['40.800800323486', '-74.62190246582']","['40.786098480225', '-74.620903015137']",III-V,India Brook,0.0032847872547328697
8,9513756.0,NJ,3717,Lamington ,Chester to Pottersville,"['40.7782', '-74.7212']","['40.7136', '-74.7201']",III-IV,Lamington River,0.004506407549262428
